INSTRUMENTO,Data,COTA/ELEVATION(m),THERMISTOR/ELECTRICAL RESISTANCE(Ohm),MCA/WATER LEVEL(m),FREQUENCIA/FREQUENCY(Hz),KPA/PRESSURE(kPA),TEMPERATURA/TEMPERATURE(°C),COTA_LOCAL/ELEVATION(m)
BA1-PZE-01 (2),2020-11-10 21:00:00,1.082539504682,2324.326,4.98353950468184,2872.467,48.8704821280227,30.8613064189805,54.882539504682
BA1-PZE-01 (2),2020-11-11 09:00:00,1.083496048866,2324.083,4.98449604886583,2872.452,48.8798623637777,30.8637738871404,54.883496048866
BA1-PZE-01 (2),2020-11-11 21:00:00,1.084381143769,2323.424,4.98538114376863,2872.437,48.8885419407309,30.8704669746117,54.884381143769
BA1-PZE-01 (2),2020-11-12 09:00:00,1.087353900334,2323.296,4.98835390033435,2872.392,48.9176939212618,30.8717672479373,54.887353900334
BA1-PZE-01 (2),2020-11-12 21:00:00,1.084977597045,2323.022,4.98597759704507,2872.427,48.8943909882116,30.8745509192632,54.884977597045
BA1-PZE-01 (2),2020-11-13 09:00:00,1.086915507315,2322.681,4.98791550731542,2872.397,48.9133948727289,30.878015790644,54.886915507315
BA1-PZE-01 (2),2020-11-13 21:00:00,1.087668955009,2323.193,4.98866895500876,2872.387,48.9207834671202,30.8728136207559,54.887668955009
BA1-PZE-01 (2),2020-11-14 09:00:00,1.081883345153,2322.443,4.98288334515314,2872.472,48.8640475783435,30.8804344306034,54.881883345153
BA1-PZE-01 (2),2020-11-14 21:00:00,1.079537201923,2322.345,4.98053720192252,2872.507,48.8410404062895,30.8814304230645,54.879537201923
BA1-PZE-01 (2),2020-11-15 09:00:00,1.082493350248,2322.12,4.98349335024779,2872.462,48.8700295201037,30.8837173212182,54.882493350248
BA1-PZE-01 (2),2020-11-15 21:00:00,1.081770951282,2321.789,4.9827709512816,2872.472,48.8629454013301,30.8870820603575,54.881770951282
BA1-PZE-01 (2),2020-11-16 09:00:00,1.08407409925,2321.637,4.98507409925047,2872.437,48.885530945509,30.8886273800524,54.88407409925
BA1-PZE-01 (2),2020-11-20 09:00:00,1.083626883982,2319.037,4.98462688398194,2872.437,48.8811453826442,30.9150783020351,54.883626883982
BA1-PZE-01 (2),2020-11-20 21:00:00,1.076654575966,2318.741,4.97765457596575,2872.541,48.8127722807596,30.9180917749017,54.876654575966
BA1-PZE-01 (2),2020-11-21 09:00:00,1.082529129808,2318.459,4.98352912980844,2872.452,48.8703803880722,30.9209631254116,54.882529129808
BA1-PZE-01 (2),2020-11-21 21:00:00,1.086773947471,2317.989,4.98777394747112,2872.387,48.9120066831031,30.9257495919089,54.886773947471
BA1-PZE-01 (2),2020-11-22 09:00:00,1.088197731631,2318.528,4.98919773163071,2872.367,48.9259688516102,30.9202605242423,54.888197731631
BA1-PZE-01 (2),2020-11-22 21:00:00,1.081832458907,2318.278,4.98283245890735,2872.462,48.863548568481,30.9228062936109,54.881832458907
BA1-PZE-01 (2),2020-11-23 09:00:00,1.085429871948,2317.913,4.98642987194753,2872.407,48.8988261677704,30.926523677341,54.885429871948
BA1-PZE-01 (2),2020-11-23 21:00:00,1.084316914215,2317.247,4.98531691421491,2872.422,48.8879120813202,30.9333083446155,54.884316914215
BA1-PZE-01 (2),2020-11-24 09:00:00,1.084670679663,2317.369,4.98567067966251,2872.417,48.8913812397304,30.9320653418526,54.884670679663
BA1-PZE-01 (2),2020-11-24 21:00:00,1.083911460056,2316.825,4.98491146005579,2872.427,48.8839360437632,30.9376084852972,54.883911460056
BA1-PZE-01 (2),2020-11-25 09:00:00,1.091094113553,2316.412,4.99209411355278,2872.318,48.9543718733632,30.9418177789516,54.891094113553
BA1-PZE-01 (2),2020-11-25 21:00:00,1.083142733833,2316.226,4.98414273383255,2872.437,48.8763976223015,30.9437137685171,54.883142733833
BA1-PZE-01 (2),2020-11-26 09:00:00,1.08645488092,2316.137,4.98745488092026,2872.387,48.9088777952604,30.9446210505503,54.88645488092
BA1-PZE-01 (2),2020-11-26 21:00:00,1.079244489612,2316.39,4.98024448961237,2872.496,48.8381699581459,30.942042026758,54.879244489612
BA1-PZE-01 (2),2020-11-27 09:00:00,1.086348173598,2315.518,4.98734817359829,2872.387,48.907831382712,30.9509323445687,54.886348173598
BA1-PZE-01 (2),2020-11-27 21:00:00,1.08787016667,2315.082,4.98887016666963,2872.363,48.9227566251269,30.9553789307283,54.88787016667
BA1-PZE-01 (2),2020-11-28 09:00:00,1.080946055173,2315.065,4.98194605517275,2872.467,48.8548561566264,30.9555523260753,54.880946055173
BA1-PZE-01 (2),2020-11-28 21:00:00,1.083196334847,2314.607,4.9841963348473,2872.432,48.8769232542208,30.9602243455537,54.883196334847
BA1-PZE-01 (2),2020-11-29 09:00:00,1.085130728548,2314.247,4.98613072854762,2872.402,48.8958926539156,30.9638974129668,54.885130728548
BA1-PZE-01 (2),2020-11-29 21:00:00,1.083445417964,2314.122,4.98444541796431,2872.427,48.8793658579179,30.9651729355104,54.883445417964
BA1-PZE-01 (2),2020-11-30 09:00:00,1.08110062269,2314.032,4.98210062268981,2872.462,48.8563719044342,30.9660913602375,54.88110062269
BA1-PZE-01 (2),2020-11-30 21:00:00,1.078703963327,2313.256,4.97970396332663,2872.496,48.8328693519885,30.9740119070805,54.878703963327
BA1-PZE-01 (2),2020-12-01 09:00:00,1.082629954473,2313.253,4.9836299544733,2872.437,48.8713691130488,30.9740425336117,54.882629954473
BA1-PZE-01 (2),2020-12-01 21:00:00,1.084628179566,2313.263,4.98562817956604,2872.407,48.8909644676345,30.9739404453499,54.884628179566
BA1-PZE-01 (2),2020-12-02 09:00:00,1.081257170695,2313.011,4.98225717069478,2872.457,48.8579070736589,30.9765132225263,54.881257170695
BA1-PZE-01 (2),2020-12-02 21:00:00,1.080154107238,2312.404,4.98115410723834,2872.472,48.8470900142407,30.982711656796,54.880154107238
BA1-PZE-01 (2),2020-12-03 09:00:00,1.07652024932,2312.172,4.97752024931963,2872.526,48.8114550226245,30.9850812339094,54.87652024932
BA1-PZE-01 (2),2020-12-03 21:00:00,1.080649316783,2311.418,4.98164931678264,2872.462,48.8519462272121,30.9927842264751,54.880649316783
BA1-PZE-01 (2),2020-12-04 09:00:00,1.078945281663,2311.185,4.97994528166306,2872.487,48.8352358112958,30.9951651719289,54.878945281663
BA1-PZE-01 (2),2020-12-04 21:00:00,1.075779420655,2311.736,4.97677942065502,2872.536,48.8041901752245,30.9895351360055,54.875779420655
BA1-PZE-01 (2),2020-12-05 09:00:00,1.080882719634,2310.843,4.98188271963374,2872.457,48.8542350642632,30.9986604444545,54.880882719634
BA1-PZE-01 (2),2020-12-05 21:00:00,1.079504692123,2310.571,4.98050469212339,2872.477,48.8407216028457,31.0014407301568,54.879504692123
BA1-PZE-01 (2),2020-12-06 09:00:00,1.072409957226,2311.494,4.97340995722633,2872.586,48.7711479364465,30.992007668082,54.872409957226
BA1-PZE-01 (2),2020-12-06 21:00:00,1.076841073441,2310.177,4.97784107344066,2872.516,48.8146011458684,31.0054687156213,54.876841073441
BA1-PZE-01 (2),2020-12-07 09:00:00,1.077935453376,2310.733,4.97893545337606,2872.501,48.825333051379,30.9997847798986,54.877935453376
BA1-PZE-01 (2),2020-12-07 21:00:00,1.074330350887,2309.128,4.97533035088749,2872.551,48.7899800464373,31.016196779789,54.874330350887
BA1-PZE-01 (2),2020-12-08 09:00:00,1.085442183693,2310.27,4.98644218369284,2872.387,48.8989469014227,31.0045178770738,54.885442183693
BA1-PZE-01 (2),2020-12-08 21:00:00,1.080626349825,2309.36,4.9816263498248,2872.457,48.8517210044964,31.0138236517333,54.880626349825
BA1-PZE-01 (2),2020-12-09 09:00:00,1.079322825278,2309.519,4.98032282527793,2872.477,48.8389381474496,31.0121973972015,54.879322825278
BA1-PZE-01 (2),2020-12-09 21:00:00,1.083281963787,2309.323,4.98428196378662,2872.417,48.877762964139,31.0142021065778,54.883281963787
BA1-PZE-01 (2),2020-12-10 09:00:00,1.083756311937,2308.218,4.9847563119367,2872.407,48.8824146023508,31.0255077872295,54.883756311937
BA1-PZE-01 (2),2020-12-10 21:00:00,1.08345055562,2308.374,4.9844505556201,2872.412,48.8794162397233,31.0239113182048,54.88345055562
BA1-PZE-01 (2),2020-12-11 09:00:00,1.085434752695,2308.303,4.98643475269506,2872.382,48.8988740302347,31.0246379010792,54.885434752695
BA1-PZE-01 (2),2020-12-11 21:00:00,1.082781250646,2308.352,4.98378125064589,2872.422,48.8728527808102,31.0241364538439,54.882781250646
BA1-PZE-01 (2),2020-12-12 09:00:00,1.080612542724,2307.357,4.98161254272381,2872.452,48.8515856068166,31.0343212753246,54.880612542724
BA1-PZE-01 (2),2020-12-12 21:00:00,1.076761652518,2307.794,4.97776165251795,2872.511,48.8138223141201,31.0298475279507,54.876761652518
BA1-PZE-01 (2),2020-12-13 09:00:00,1.081253812498,2307.217,4.98225381249808,2872.442,48.8578741419062,31.0357547161836,54.881253812498
BA1-PZE-01 (2),2020-12-13 21:00:00,1.080260746921,2307.247,4.98126074692139,2872.457,48.8481357634964,31.0354475419618,54.880260746921
BA1-PZE-01 (2),2020-12-14 09:00:00,1.080743742361,2306.193,4.98174374236119,2872.447,48.8528722003172,31.0462423195434,54.880743742361
BA1-PZE-01 (2),2021-02-01 21:00:00,1.10854213328,2296.892,5.0095421332796,2872.005,49.1254737850522,31.1417443914818,54.90854213328
BA1-PZE-01 (2),2021-02-02 09:00:00,1.111913313663,2297.146,5.01291331366287,2871.955,49.1585328609386,31.1391305007328,54.911913313663
BA1-PZE-01 (2),2021-02-02 21:00:00,1.111195548788,2296.845,5.01219554878806,2871.965,49.1514941858256,31.1422281002067,54.911195548788
BA1-PZE-01 (2),2021-02-19 13:59:59.999997,1.120695475303,2298.289,5.02169547530333,2871.826,49.2446540752072,31.1273720569312,54.920695475303
BA1-PZE-01 (2),2021-02-19 14:30:00.000003,1.121334056772,2298.135,5.02233405677183,2871.816,49.2509162477477,31.1289559216582,54.921334056772
BA1-PZE-01 (2),2021-02-19 15:00:00,1.12372348455,2298.484,5.02472348454976,2871.781,49.2743478845214,31.1253666870269,54.92372348455
BA1-PZE-01 (2),2021-02-19 15:29:59.999997,1.126450134636,2297.329,5.02745013463551,2871.737,49.3010864513888,31.1372474681111,54.926450134636
BA1-PZE-01 (2),2021-02-19 16:59:59.999997,1.128013152949,2298.665,5.02901315294869,2871.717,49.3164140029152,31.1235054654662,54.928013152949
BA1-PZE-01 (2),2021-02-19 17:30:00.000003,1.123308908232,2298.013,5.0243089082325,2871.786,49.2702823916154,31.1302107572923,54.923308908232
BA1-PZE-01 (2),2021-02-19 18:00:00,1.120993725332,2298.091,5.02199372533189,2871.821,49.2475788283223,31.1294084765986,54.920993725332
BA1-PZE-01 (2),2021-02-19 18:29:59.999997,1.123109592798,2298.78,5.02410959279786,2871.791,49.2683278287232,31.122323007932,54.923109592798
BA1-PZE-01 (2),2021-02-19 19:00:00.000003,1.124738025587,2298.579,5.02573802558732,2871.766,49.2842968594614,31.1243897820077,54.924738025587
BA1-PZE-01 (2),2021-02-19 19:30:00,1.120322451089,2298.057,5.0213224510894,2871.831,49.2409960580155,31.12975818489,54.920322451089
BA1-PZE-01 (2),2021-02-19 19:59:59.999997,1.122047754673,2298.413,5.02304775467299,2871.806,49.2579150405721,31.1260968249605,54.922047754673
BA1-PZE-01 (2),2021-02-19 20:30:00.000003,1.121763582881,2298.692,5.02276358288105,2871.811,49.2551283439946,31.1232278389607,54.921763582881
BA1-PZE-01 (2),2021-02-19 21:00:00,1.124054073448,2298.472,5.0250540734479,2871.776,49.2775897648801,31.1254900888209,54.924054073448
BA1-PZE-01 (2),2021-02-19 21:29:59.999997,1.125684752715,2298.284,5.02668475271507,2871.751,49.2935808254322,31.1274234792156,54.925684752715
BA1-PZE-01 (2),2021-02-19 22:00:00.000003,1.124822162724,2299.063,5.02582216272427,2871.766,49.2851219401978,31.1194134205099,54.924822162724
BA1-PZE-01 (2),2021-02-19 22:30:00,1.126023565897,2298.702,5.0270235658973,2871.747,49.296903356246,31.1231250152698,54.926023565897
BA1-PZE-01 (2),2021-02-22 09:00:00,1.135664067518,2299.046,5.03666406751847,2871.603,49.3914417785345,31.1195881898855,54.935664067518
BA1-PZE-01 (2),2021-02-22 09:29:59.999997,1.134646059459,2298.548,5.03564605945923,2871.617,49.3814588046625,31.1247085564952,54.934646059459
BA1-PZE-01 (2),2021-02-22 10:00:00.000003,1.137574110448,2298.552,5.03857411044848,2871.573,49.4101723853217,31.1246674240286,54.937574110448
BA1-PZE-01 (2),2021-02-22 10:30:00,1.137321425258,2299.012,5.03832142525751,2871.578,49.4076944583189,31.1199377330437,54.937321425258
BA1-PZE-01 (2),2021-02-22 10:59:59.999997,1.134398757739,2299.039,5.03539875773872,2871.622,49.3790336700157,31.1196601541729,54.934398757739
BA1-PZE-01 (2),2021-02-22 11:30:00.000003,1.13399048118,2298.604,5.03499048117958,2871.627,49.3750299549324,31.124132709368,54.93399048118
BA1-PZE-01 (2),2021-02-22 12:00:00,1.13633406934,2299.073,5.03733406933974,2871.593,49.3980120709937,31.1193106156811,54.93633406934
BA1-PZE-01 (2),2021-02-22 12:29:59.999997,1.130430642331,2299.176,5.03143064233141,2871.682,49.3401208224475,31.118251755526,54.930430642331
BA1-PZE-01 (2),2021-02-22 13:00:00.000003,1.130657442034,2298.567,5.03165744203375,2871.677,49.3423449065126,31.1245131780037,54.930657442034
BA1-PZE-01 (2),2021-02-22 13:30:00,1.133018408881,2298.753,5.03401840888084,2871.642,49.3654974445832,31.1226006223557,54.933018408881
BA1-PZE-01 (2),2021-02-22 13:59:59.999997,1.134957211538,2298.807,5.03595721153788,2871.613,49.3845100801834,31.1220453972149,54.934957211538
BA1-PZE-01 (2),2021-02-22 14:30:00.000003,1.13274606742,2299.1,5.03374606741977,2871.647,49.3628267607262,31.1190330451826,54.93274606742
BA1-PZE-01 (2),2021-02-22 15:00:00,1.132148179141,2299.488,5.03314817914071,2871.657,49.3569636410636,31.1150446635093,54.932148179141
BA1-PZE-01 (2),2021-02-22 15:29:59.999997,1.141762120005,2299.681,5.04276212000541,2871.513,49.4512415984814,31.1130610369129,54.941762120005
BA1-PZE-01 (2),2021-02-22 16:00:00.000003,1.135664588971,2299.049,5.03666458897134,2871.603,49.3914468920986,31.1195573481241,54.935664588971
BA1-PZE-01 (2),2021-02-22 16:30:00,1.132685227578,2298.75,5.03368522757795,2871.647,49.3622301421184,31.1226314686316,54.932685227578
BA1-PZE-01 (2),2021-02-22 16:59:59.999997,1.135051766835,2299.351,5.03605176683463,2871.613,49.3854373253544,31.1164528449169,54.935051766835
BA1-PZE-01 (2),2021-02-22 17:30:00.000003,1.134907490279,2298.521,5.03590749027876,2871.613,49.3840224946219,31.1249862027729,54.934907490279
BA1-PZE-01 (2),2021-02-22 18:00:00,1.134998408792,2299.044,5.03599840879201,2871.613,49.3849140761117,31.119608751085,54.934998408792
BA1-PZE-01 (2),2021-02-22 18:29:59.999997,1.132773181214,2299.256,5.03377318121426,2871.647,49.363092648898,31.1174293770775,54.932773181214
BA1-PZE-01 (2),2021-02-22 19:00:00.000003,1.138980854293,2298.99,5.0399808542933,2871.553,49.4239674500274,31.1201639111599,54.938980854293
BA1-PZE-01 (2),2021-02-22 19:30:00,1.137380866891,2299.354,5.03838086689082,2871.578,49.4082773655633,31.1164220078063,54.937380866891
BA1-PZE-01 (2),2021-02-22 19:59:59.999997,1.13768293008,2299.178,5.03868293008039,2871.573,49.4112395119839,31.1182311956684,54.93768293008
BA1-PZE-01 (2),2021-02-22 20:30:00.000003,1.135695527118,2299.227,5.03669552711784,2871.603,49.3917502833205,31.1177274855066,54.935695527118
BA1-PZE-01 (2),2021-02-22 21:00:00,1.137362618336,2299.249,5.03836261833579,2871.578,49.4080984132981,31.1175013338932,54.937362618336
BA1-PZE-01 (2),2021-02-22 21:29:59.999997,1.13943950193,2299.715,5.04043950192974,2871.548,49.4284651230361,31.1127116093466,54.93943950193
BA1-PZE-01 (2),2021-02-22 22:00:00.000003,1.140085683815,2299.605,5.0410856838151,2871.538,49.4348018281533,31.1138421315327,54.940085683815
BA1-PZE-01 (2),2021-02-22 22:30:00,1.141014977789,2299.21,5.04201497778933,2871.523,49.4439148379956,31.1179022407109,54.941014977789
BA1-PZE-01 (2),2021-02-22 22:59:59.999997,1.139672397706,2299.141,5.04067239770565,2871.543,49.4307489875146,31.1186115563262,54.939672397706
BA1-PZE-01 (2),2021-02-22 23:30:00.000003,1.135527934976,2299.794,5.03652793497588,2871.607,49.3901068110913,31.111899726794,54.935527934976
BA1-PZE-01 (2),2021-02-23 00:00:00,1.142110576348,2299.772,5.04311057634812,2871.508,49.4546586937909,31.1121258174842,54.942110576348
BA1-PZE-01 (2),2021-02-23 00:29:59.999997,1.135364047271,2298.851,5.03636404727084,2871.607,49.388499665978,31.1215930025068,54.935364047271
BA1-PZE-01 (2),2021-02-23 01:00:00.000003,1.136354057542,2299.188,5.03735405754221,2871.593,49.3982080829032,31.1181283966851,54.936354057542
BA1-PZE-01 (2),2021-02-23 01:30:00,1.137035875136,2299.283,5.03803587513565,2871.583,49.4048942453149,31.1171518316928,54.937035875136
BA1-PZE-01 (2),2021-02-23 01:59:59.999997,1.137991421365,2299.039,5.03899142136545,2871.568,49.4142646947517,31.1196601541729,54.937991421365
BA1-PZE-01 (2),2021-02-23 02:30:00.000003,1.141060337609,2299.471,5.04206033760865,2871.523,49.4443596536214,31.1152193961651,54.941060337609
BA1-PZE-01 (2),2021-02-23 03:00:00,1.139938470068,2298.758,5.04093847006844,2871.538,49.4333581942122,31.1225492119976,54.939938470068
BA1-PZE-01 (2),2021-02-23 03:29:59.999997,1.1363502338,2299.166,5.03735023380012,2871.593,49.3981705858349,31.1183545551193,54.9363502338
BA1-PZE-01 (2),2021-02-23 04:00:00.000003,1.144359133339,2299.312,5.04535913333948,2871.473,49.4767088981001,31.1168537315174,54.944359133339
BA1-PZE-01 (2),2021-02-23 04:30:00,1.140997596997,2299.11,5.04199759699713,2871.523,49.443744395343,31.1189302422346,54.940997596997
BA1-PZE-01 (2),2021-02-23 04:59:59.999997,1.134977028541,2298.921,5.0359770285412,2871.613,49.3847044132485,31.1208733039393,54.934977028541
BA1-PZE-01 (2),2021-02-23 05:30:00.000003,1.134100514625,2299.237,5.03510051462465,2871.627,49.376108984707,31.1176246890137,54.934100514625
BA1-PZE-01 (2),2021-02-23 06:00:00,1.136383777029,2299.359,5.03738377702901,2871.593,49.3984995234839,31.1163706127235,54.936383777029
BA1-PZE-01 (2),2021-02-23 06:29:59.999997,1.142701487958,2299.344,5.0437014879575,2871.498,49.4604533975786,31.116524798353,54.942701487958
BA1-PZE-01 (2),2021-02-23 07:00:00.000003,1.142627966207,2298.921,5.04362796620666,2871.498,49.4597324153525,31.1208733039393,54.942627966207
BA1-PZE-01 (2),2021-02-23 07:30:00,1.140238433311,2298.57,5.04123843331073,2871.533,49.4362997477521,31.124482328936,54.940238433311
BA1-PZE-01 (2),2021-02-23 08:30:00.000003,1.13965588541,2299.046,5.04065588541008,2871.543,49.4305870616704,31.1195881898855,54.93965588541
BA1-PZE-01 (2),2021-02-23 09:00:00,1.141431560327,2299.693,5.04243156032722,2871.518,49.4480000046636,31.112937708866,54.941431560327
BA1-PZE-01 (2),2021-02-23 09:29:59.999997,1.14034325444,2299.173,5.04134325444024,2871.533,49.4373276635805,31.1182825953506,54.94034325444
BA1-PZE-01 (2),2021-02-23 10:00:00.000003,1.139664750002,2299.097,5.04066475000201,2871.543,49.4306739912272,31.1190638861661,54.939664750002
BA1-PZE-01 (2),2021-02-23 10:30:00,1.141681832258,2299.219,5.04268183225764,2871.513,49.4504542663171,31.1178097230668,54.941681832258
BA1-PZE-01 (2),2021-02-23 10:59:59.999997,1.137268753657,2298.709,5.03826875365739,2871.578,49.4071779405932,31.1230530389887,54.937268753657
BA1-PZE-01 (2),2021-02-23 11:30:00.000003,1.143286123615,2298.88,5.04428612361459,2871.488,49.4661865569936,31.1212948386492,54.943286123615
BA1-PZE-01 (2),2021-02-23 12:00:00,1.141029403194,2299.293,5.04202940319422,2871.523,49.4440562989975,31.117049038046,54.941029403194
BA1-PZE-01 (2),2021-02-23 12:29:59.999997,1.142011521848,2299.202,5.04301152184758,2871.508,49.4536873277179,31.1179844789623,54.942011521848
BA1-PZE-01 (2),2021-02-23 13:00:00.000003,1.138702433277,2299.302,5.03970243327668,2871.558,49.4212371477376,31.1169565241985,54.938702433277
BA1-PZE-01 (2),2021-02-23 13:30:00,1.143211367912,2298.45,5.04421136791208,2871.488,49.4654534741678,31.1257163273452,54.943211367912
BA1-PZE-01 (2),2021-02-23 13:59:59.999997,1.144059165059,2299.5,5.04505916505853,2871.478,49.4737672951491,31.1149213236952,54.944059165059
BA1-PZE-01 (2),2021-02-23 15:00:00,1.139990618943,2299.058,5.04099061894264,2871.538,49.433869585889,31.1194648231149,54.939990618943
BA1-PZE-01 (2),2021-02-23 15:29:59.999997,1.135955177306,2298.807,5.03695517730557,2871.598,49.3942965117275,31.1220453972149,54.935955177306
BA1-PZE-01 (2),2021-02-23 16:00:00.000003,1.138612917085,2298.787,5.03961291708457,2871.558,49.4203593179416,31.1222510344272,54.938612917085
BA1-PZE-01 (2),2021-02-23 16:30:00,1.139993573814,2299.075,5.04099357381396,2871.538,49.4338985624796,31.1192900547765,54.939993573814
BA1-PZE-01 (2),2021-02-23 16:59:59.999997,1.139599390112,2298.721,5.04059939011202,2871.543,49.4300330473086,31.122929651658,54.939599390112
BA1-PZE-01 (2),2021-02-23 17:30:00.000003,1.138980854293,2298.99,5.0399808542933,2871.553,49.4239674500274,31.1201639111599,54.938980854293
BA1-PZE-01 (2),2021-02-23 18:00:00,1.142354767422,2299.263,5.0433547674223,2871.503,49.4570533242568,31.117357420511,54.942354767422
BA1-PZE-01 (2),2021-02-23 18:29:59.999997,1.145339670537,2299.212,5.04633967053741,2871.458,49.4863244184668,31.1178816811989,54.945339670537
BA1-PZE-01 (2),2021-02-23 19:00:00.000003,1.137407977281,2299.51,5.03840797728058,2871.578,49.4085432203472,31.1148185410757,54.937407977281
BA1-PZE-01 (2),2021-02-23 19:30:00,1.143317933429,2299.063,5.04431793342892,2871.488,49.4664984961211,31.1194134205099,54.943317933429
BA1-PZE-01 (2),2021-02-23 19:59:59.999997,1.141589009281,2298.685,5.04258900928086,2871.513,49.4495440089342,31.1232998158469,54.941589009281
BA1-PZE-01 (2),2021-02-23 20:30:00.000003,1.142438528594,2299.745,5.04343852859411,2871.503,49.4578747181367,31.1124032957827,54.942438528594
BA1-PZE-01 (2),2021-02-23 21:00:00,1.142436269737,2299.732,5.04343626973722,2871.503,49.4578525669279,31.1125368977657,54.942436269737
BA1-PZE-01 (2),2021-02-23 21:29:59.999997,1.143311675988,2299.027,5.04431167598794,2871.488,49.4664371332771,31.1197835221025,54.943311675988
BA1-PZE-01 (2),2021-02-23 22:00:00.000003,1.145003729798,2299.193,5.0460037297976,2871.463,49.4830300559153,31.118076997384,54.945003729798
BA1-PZE-01 (2),2021-02-23 22:30:00,1.144684647295,2299.271,5.04568464729509,2871.468,49.4799010116439,31.1172751847397,54.944684647295
BA1-PZE-01 (2),2021-02-23 22:59:59.999997,1.142387092563,2299.449,5.04338709256307,2871.503,49.457370316871,31.1154455229583,54.942387092563
BA1-PZE-01 (2),2021-02-23 23:30:00.000003,1.143420643831,2299.654,5.04442064383061,2871.488,49.4675057133501,31.1133385276934,54.943420643831
BA1-PZE-01 (2),2021-02-24 00:00:00,1.143386410364,2299.457,5.04438641036444,2871.488,49.4671700069722,31.1153632947489,54.943386410364
BA1-PZE-01 (2),2021-02-24 00:29:59.999997,1.139028304642,2299.263,5.04002830464195,2871.553,49.424432766177,31.117357420511,54.939028304642
BA1-PZE-01 (2),2021-02-24 01:00:00.000003,1.139401446378,2299.496,5.04040144637753,2871.548,49.4280919358303,31.1149624368853,54.939401446378
BA1-PZE-01 (2),2021-02-24 01:30:00,1.144407966303,2299.593,5.04540796630312,2871.473,49.4771877726977,31.1139654649447,54.944407966303
BA1-PZE-01 (2),2021-02-24 01:59:59.999997,1.147376008802,2299.828,5.04837600880157,2871.429,49.5062935252945,31.1115503187449,54.947376008802
BA1-PZE-01 (2),2021-02-24 02:30:00.000003,1.14047445409,2299.928,5.04147445409047,2871.533,49.4386142572065,31.1105226820457,54.94047445409
BA1-PZE-01 (2),2021-02-24 03:00:00,1.143358256488,2299.295,5.04435825648799,2871.488,49.4668939193607,31.1170284793777,54.943358256488
BA1-PZE-01 (2),2021-02-24 03:29:59.999997,1.141072328307,2299.54,5.04207232830695,2871.523,49.4444772389646,31.1145101962661,54.941072328307
BA1-PZE-01 (2),2021-02-24 04:00:00.000003,1.143380849284,2299.425,5.04438084928359,2871.488,49.4671154729002,31.1156922095377,54.943380849284
BA1-PZE-01 (2),2021-02-24 04:30:00,1.146322844754,2299.51,5.04732284475388,2871.444,49.4959657984401,31.1148185410757,54.946322844754
BA1-PZE-01 (2),2021-02-24 04:59:59.999997,1.143521760794,2300.236,5.04452176079396,2871.488,49.4684973047167,31.1073578801261,54.943521760794
BA1-PZE-01 (2),2021-02-24 05:30:00.000003,1.141732405249,2299.51,5.04273240524931,2871.513,49.4509502042912,31.1148185410757,54.941732405249
BA1-PZE-01 (2),2021-02-24 06:00:00,1.141025927247,2299.273,5.04202592724713,2871.523,49.4440222125399,31.1172546258478,54.941025927247
BA1-PZE-01 (2),2021-02-24 06:29:59.999997,1.147071346425,2299.989,5.04807134642524,2871.434,49.5033058902604,31.1098958486007,54.947071346425
BA1-PZE-01 (2),2021-02-24 07:00:00.000003,1.144143263892,2299.984,5.04514326389204,2871.478,49.4745920002684,31.1099472276802,54.944143263892
BA1-PZE-01 (2),2021-02-24 07:30:00,1.147365757371,2299.769,5.04836575737067,2871.429,49.506192995867,31.1121566482234,54.947365757371
BA1-PZE-01 (2),2021-02-24 07:59:59.999997,1.143802631117,2299.938,5.04480263111746,2871.483,49.4712516258396,31.1104199211693,54.943802631117
BA1-PZE-01 (2),2021-02-24 08:30:00.000003,1.144132665767,2299.923,5.04513266576694,2871.478,49.4744880710263,31.1105740626743,54.944132665767
BA1-PZE-01 (2),2021-02-24 09:00:00,1.142723558863,2299.471,5.04372355886256,2871.498,49.4606698332614,31.1152193961651,54.942723558863
BA1-PZE-01 (2),2021-02-24 09:29:59.999997,1.145447933415,2299.835,5.04644793341525,2871.458,49.4873860853872,31.1114783825226,54.945447933415
BA1-PZE-01 (2),2021-02-24 10:00:00.000003,1.144638240064,2299.004,5.04563824006368,2871.468,49.4794459246981,31.1200199793468,54.944638240064
BA1-PZE-01 (2),2021-02-24 10:30:00,1.14540084403,2299.564,5.04640084402966,2871.458,49.4869243089783,31.1142635237109,54.94540084403
BA1-PZE-01 (2),2021-02-24 10:59:59.999997,1.142334084724,2299.144,5.0433340847244,2871.503,49.4568505018624,31.1185807160136,54.942334084724
BA1-PZE-01 (2),2021-02-24 11:30:00.000003,1.144835446201,2298.225,5.04583544620121,2871.463,49.481379803021,31.1280302717767,54.944835446201
BA1-PZE-01 (2),2021-02-24 12:00:00,1.142274984596,2298.804,5.04327498459581,2871.503,49.4562709435433,31.1220762426671,54.942274984596
BA1-PZE-01 (2),2021-02-24 12:29:59.999997,1.143962009336,2298.941,5.04496200933603,2871.478,49.4728145492152,31.1206676803528,54.943962009336
BA1-PZE-01 (2),2021-02-24 13:00:00.000003,1.143355301938,2299.278,5.04435530193809,2871.488,49.466864945922,31.1172032287067,54.943355301938
BA1-PZE-01 (2),2021-02-24 13:30:00,1.141981452416,2299.029,5.04298145241554,2871.508,49.4533924554407,31.11976296073,54.941981452416
